#{"t_start": 1676295043.749491, "env_id": null}
r,l,t
100,4,942.755018
94,13,942.785907
99,7,942.805564
-143,51,942.936382
92,15,942.975223
100,5,942.988567
100,3,942.993801
-116,22,943.052388
100,3,943.05773
-108,14,943.093896
100,6,943.107999
-110,17,943.154035
-104,9,943.177284
-143,51,943.303538
97,9,943.328666
-103,9,943.348812
-105,11,943.380601
-127,34,943.463392
98,6,943.481709
78,29,943.552427
-100,5,943.566161
97,9,943.589712
-101,6,943.604326
92,15,943.642706
-103,9,943.667708
99,6,943.682176
-100,5,943.695489
100,4,943.707046
92,15,943.747574
92,15,943.786793
-102,7,943.807096
100,4,943.813982
-110,16,943.857547
98,7,943.873519
-143,51,944.001583
99,5,944.013613
-144,51,944.141923
96,8,944.164513
97,6,944.179387
100,3,944.188441
95,9,944.211879
99,4,944.219171
100,3,944.228438
84,24,944.291312
100,4,944.302363
-104,11,944.329977
-143,51,944.461369
100,3,944.471112
100,5,944.484677
93,13,944.516058
98,6,944.530797
93,12,944.563579
99,4,944.574469
100,3,944.579892
-113,20,944.628579
89,16,944.667562
98,9,944.692043
85,22,944.750608
100,3,944.755883
98,6,944.770442
96,9,944.794797
100,5,944.807889
98,6,944.822311
91,16,944.866414
99,7,944.88288
-128,35,944.971463
100,5,944.983981
94,12,945.01296
99,7,945.033205
-143,51,945.16166
-117,24,945.222834
96,10,945.248229
91,15,945.287098
88,18,945.331468
96,9,945.355053
90,13,945.390413
100,4,945.401091
-108,13,945.43347
95,11,945.461216
-144,51,945.595964
95,12,945.625618
97,10,945.651494
88,15,945.691696
93,14,945.72876
99,7,945.745747
87,19,945.795188
99,7,945.81173
99,6,945.8296
100,4,945.836667
93,14,945.870885
100,4,945.881581
100,3,945.890518
100,4,945.897563
100,4,945.90848
90,15,945.946295
97,7,945.966433
66,41,946.071072
-108,14,946.107728
100,4,946.114565
96,11,946.145914
98,8,946.164104
98,7,946.184155
98,8,946.202569
100,4,946.214384
-144,51,946.340599
99,5,946.353548
-144,51,946.48007
-128,34,946.570091
-103,6,946.585306
-116,23,946.64657
-143,51,946.776041
-101,4,946.787362
-101,6,946.801849
-143,51,946.928808
-105,11,946.960987
97,7,946.976979
63,41,947.081008
100,3,947.090278
-100,5,947.1039
97,6,947.117881
-101,7,947.134537
98,6,947.153223
-106,11,947.181246
100,6,947.195714
96,10,947.22161
-103,9,947.245669
99,5,947.257728
-144,51,947.385249
-103,7,947.401903
100,3,947.410932
98,8,947.4328
-102,8,947.451685
95,11,947.480628
100,3,947.489815
-101,7,947.506244
-144,51,947.638895
-102,5,947.652158
100,4,947.659658
93,14,947.696039
100,3,947.70542
100,6,947.720273
92,14,947.756655
98,6,947.77082
100,4,947.781901
99,5,947.794673
100,6,947.809122
-144,51,947.935468
-102,6,947.950204
100,3,947.959278
92,15,947.997937
63,44,948.108677
79,28,948.177198
-104,10,948.20256
98,6,948.220638
-103,10,948.248067
100,3,948.253792
100,3,948.264021
-39,47,948.377222
98,8,948.399166
100,3,948.404493
97,10,948.429336
99,5,948.442235
78,27,948.512274
100,3,948.517632
100,4,948.528698
96,10,948.554543
99,4,948.565772
93,14,948.602203
-100,5,948.615374
-104,10,948.640828
-102,8,948.659707
66,41,948.767705
100,4,948.775471
100,4,948.787136
100,4,948.798662
-143,51,948.926992
92,15,948.965269
-100,5,948.977859
85,23,949.038276
94,11,949.064248
95,8,949.085478
-111,17,949.126348
100,4,949.137033
97,9,949.161737
89,16,949.201427
99,5,949.214305
100,4,949.225882
67,41,949.327508
100,4,949.338314
-139,46,949.4561
-109,16,949.496377
-145,51,949.624358
91,16,949.665086
-103,8,949.687116
99,6,949.701491
100,4,949.712269
100,4,949.723782
86,21,949.77875
-100,6,949.794068
-104,9,949.818921
-104,10,949.8447
85,21,949.897727
-115,21,949.954674
100,4,949.96567
100,4,949.976824
97,6,949.991432
99,5,950.003905
-137,45,950.116024
100,5,950.128285
-100,5,950.141176
95,11,950.167631
97,7,950.186628
81,26,950.252523
100,4,950.26402
84,24,950.325277
99,5,950.338134
-102,9,950.357243
100,4,950.367862
100,4,950.37907
-102,8,950.402488
100,4,950.409953
100,3,950.419524
100,3,950.428846
98,6,950.443725
100,4,950.454333
100,4,950.461841
-101,7,950.482227
-100,3,950.487372
-107,10,950.512606
100,4,950.523552
91,16,950.564565
99,7,950.584566
98,6,950.598942
99,6,950.613706
99,6,950.628018
100,4,950.638761
99,5,950.651509
100,4,950.662333
99,4,950.67373
-101,7,950.690064
100,3,950.699209
95,13,950.730195
100,6,950.748929
100,3,950.7543
100,5,950.767399
98,8,950.790299
100,4,950.801208
100,4,950.80828
61,44,950.918196
96,10,950.944498
99,6,950.95884
97,10,950.983917
97,9,951.008148
-132,40,951.110161
-102,7,951.130761
100,4,951.137941
79,29,951.222251
-144,51,951.354672
100,4,951.365846
97,8,951.388579
-104,11,951.41668
100,4,951.427789
95,12,951.459864
97,8,951.483517
96,9,951.507748
95,11,951.535511
100,4,951.546632
94,11,951.574193
100,5,951.587431
67,41,951.692552
100,3,951.701676
99,7,951.718605
100,3,951.727689
-100,4,951.735131
99,7,951.755303
100,4,951.766522
98,6,951.781845
100,3,951.787462
99,6,951.805663
100,4,951.813203
77,31,951.89629
66,41,951.998825
99,6,952.013794
97,8,952.035087
100,3,952.040468
-143,51,952.174435
76,31,952.259593
-100,5,952.273285
98,7,952.2897
99,7,952.306664
-147,51,952.441033
98,8,952.459213
100,5,952.472028
-106,11,952.498912
100,3,952.507863
82,24,952.568369
99,6,952.584267
-143,51,952.710279
97,8,952.734596
59,48,952.85339
95,10,952.880241
92,15,952.919488
-100,3,952.929207
-143,51,953.059142
-101,6,953.074351
-100,5,953.087486
-101,7,953.107561
99,5,953.12022
-100,4,953.131527
98,8,953.150038
96,11,953.177641
99,7,953.197469
94,13,953.229081
100,3,953.238584
100,6,953.253878
-115,22,953.312857
-100,3,953.318153
93,10,953.340924
86,20,953.390423
100,6,953.40528
-100,5,953.419096
100,3,953.428466
89,16,953.470419
100,3,953.479882
99,5,953.49328
-103,8,953.512184
99,4,953.523278
-101,3,953.533037
99,5,953.54553
96,10,953.57047
97,8,953.588978
-100,5,953.602007
100,4,953.612863
95,12,953.644912
-143,51,953.775316
98,6,953.790246
90,16,953.830813
85,22,953.889
100,4,953.896195
-102,7,953.916181
-100,3,953.921968
100,4,953.933005
100,4,953.944128
100,5,953.957574
83,24,954.019964
96,9,954.044763
100,3,954.050357
-104,9,954.074347
-114,21,954.125454
100,3,954.13454
83,23,954.190844
97,10,954.216811
-105,11,954.248569
98,6,954.263254
98,6,954.278572
93,14,954.316102
-103,9,954.341203
67,39,954.437197
-112,16,954.481222
98,6,954.496106
88,18,954.540102
100,4,954.551246
-103,9,954.575569
96,8,954.597988
99,5,954.610899
96,10,954.636229
-129,35,954.727466
86,20,954.779466
100,5,954.792982
98,8,954.812077
94,10,954.838944
-100,2,954.846836
98,9,954.866792
96,10,954.892537
87,21,954.949824
100,4,954.956942
-139,46,955.073493
98,7,955.089888
-106,13,955.125071
-129,34,955.208575
89,17,955.254494
96,7,955.270627
100,3,955.279849
97,9,955.303621
100,6,955.318141
-143,51,955.44699
-143,51,955.576993
100,5,955.589836
-102,7,955.609761
99,5,955.622194
-148,51,955.752668
-100,4,955.763958
100,4,955.770859
-143,51,955.903073
-146,51,956.032337
99,7,956.048798
-100,5,956.06188
-101,4,956.073034
92,14,956.109091
99,7,956.124932
-115,22,956.184471
99,7,956.201293
100,3,956.211
100,4,956.219892
-144,51,956.356714
98,7,956.372982
96,10,956.398678
92,15,956.436253
-144,51,956.564733
98,7,956.585143
97,9,956.60472
98,6,956.623211
-104,11,956.650777
91,15,956.689124
-137,44,956.803902
-143,51,956.932318
-100,5,956.94563
99,7,956.962033
98,6,956.97699
100,4,956.988174
98,7,957.0085
98,7,957.025563
93,13,957.060723
98,8,957.078481
100,5,957.091001
100,6,957.106372
100,3,957.115499
89,17,957.156638
-106,12,957.189624
93,12,957.21833
-145,51,957.349284
-110,17,957.397058
98,8,957.415904
99,6,957.435604
90,16,957.476952
-101,7,957.494458
100,4,957.505998
100,3,957.515677
-148,51,957.645059
100,6,957.658913
98,8,957.681131
64,43,957.788221
-143,51,957.914332
100,3,957.923892
100,4,957.935314
-100,6,957.950254
99,6,957.964639
-106,12,957.998449
99,5,958.011305
92,15,958.049779
100,5,958.062885
100,4,958.070568
97,8,958.093225
97,8,958.115557
-101,6,958.130913
-100,5,958.143795
98,8,958.161694
98,7,958.182217
100,4,958.193134
-145,51,958.320678
88,18,958.36537
81,26,958.434868
99,4,958.442501
100,4,958.453805
-100,3,958.463337
100,4,958.474225
-143,51,958.604705
97,7,958.621213
-101,8,958.643587
-104,10,958.669368
-102,7,958.685894
-106,12,958.720739
-104,10,958.747044
97,8,958.765092
86,19,958.813542
100,4,958.824377
99,5,958.836899
97,9,958.860503
100,4,958.867804
-100,6,958.887269
-143,51,959.016888
100,4,959.028475
100,5,959.041327
-107,14,959.074887
99,6,959.092289
100,3,959.097429
-107,14,959.133562
-137,44,959.247486
71,35,959.336972
100,4,959.348128
-143,51,959.478402
100,3,959.484121
97,9,959.509135
99,7,959.52936
67,40,959.630522
-26,34,959.71957
100,3,959.728942
77,30,959.807241
99,5,959.820333
100,3,959.830211
-144,51,959.958748
94,10,959.98455
-143,51,960.110716
90,16,960.151269
100,4,960.162757
97,8,960.184788
88,19,960.229872
98,6,960.249012
100,4,960.256758
-103,9,960.281769
100,4,960.292596
100,4,960.303926
100,3,960.309273
100,5,960.322058
-100,5,960.335073
-101,7,960.355688
96,9,960.382795
100,5,960.397211
97,8,960.415795
-106,13,960.45159
-101,7,960.468482
89,17,960.51536
100,4,960.52324
100,4,960.534926
96,9,960.559593
97,8,960.58178
100,3,960.587159
95,12,960.620206
100,4,960.627624
91,15,960.666845
75,33,960.754972
99,7,960.772884
-111,18,960.821902
99,5,960.835036
-103,9,960.859351
98,7,960.876333
100,3,960.886539
98,8,960.906551
-100,2,960.915176
98,7,960.931558
96,9,960.95632
-105,12,960.98692
81,26,961.056628
96,10,961.082951
95,10,961.11022
84,23,961.170348
-102,8,961.193429
95,10,961.219424
100,4,961.230538
100,3,961.236034
-104,10,961.261579
99,7,961.282204
100,4,961.290719
89,16,961.336176
100,5,961.34904
-144,51,961.477778
100,4,961.488525
98,5,961.501191
-143,51,961.629065
74,33,961.709051
100,6,961.729491
-144,51,961.857971
99,4,961.868935
100,5,961.881679
97,8,961.899987
-148,51,962.031925
96,9,962.055605
100,5,962.069161
97,7,962.090105
100,4,962.097673
-104,11,962.129765
-102,6,962.14591
96,10,962.171316
100,3,962.176824
97,9,962.200459
100,4,962.212512
-100,3,962.221683
100,4,962.22869
100,4,962.239421
-116,21,962.293202
81,25,962.356479
-143,51,962.490618
91,16,962.53173
100,3,962.537245
96,8,962.55978
100,6,962.574437
-110,17,962.621539
100,5,962.634375
-123,30,962.711975
-144,51,962.839153
-143,51,962.967419
-148,51,963.097183
-102,7,963.118551
-144,51,963.248882
-105,12,963.278672
-102,8,963.302256
97,7,963.319275
98,7,963.340105
98,7,963.358009
100,3,963.366996
80,26,963.430781
-115,21,963.482793
100,3,963.491802
88,18,963.537218
99,6,963.55205
99,5,963.565323
100,3,963.574587
-107,14,963.611721
92,14,963.648246
-148,51,963.777268
98,8,963.795215
-115,22,963.854697
-144,51,963.982377
-102,7,963.99993
100,5,964.01296
99,7,964.034091
-143,51,964.163843
97,8,964.186824
100,5,964.199578
90,17,964.239715
100,3,964.248901
-101,6,964.263498
96,8,964.280606
99,7,964.301045
-101,5,964.314457
100,5,964.327264
100,4,964.338247
85,22,964.393185
100,3,964.402435
99,7,964.419883
99,5,964.433288
-143,51,964.561624
-105,12,964.594578
100,6,964.60933
100,4,964.6205
95,12,964.650799
90,17,964.691485
99,4,964.702349
100,3,964.711998
-104,10,964.73952
-108,14,964.776348
100,4,964.783799
90,16,964.8274
100,4,964.834381
100,4,964.845368
-102,9,964.86972
-124,31,964.950361
100,3,964.959545
100,5,964.973135
70,38,965.067067
99,7,965.087852
-143,51,965.213635
100,4,965.224751
93,14,965.261137
99,6,965.275936
96,10,965.301551
98,7,965.31798
-143,51,965.448862
-144,51,965.585732
96,9,965.60648
-117,24,965.667699
100,3,965.676677
100,3,965.682328
84,24,965.743842
99,5,965.756717
99,7,965.777129
96,8,965.795061
100,3,965.804272
100,3,965.809631
100,4,965.820951
-143,51,965.949995
-114,21,966.006337
99,5,966.018691
-112,19,966.064345
70,38,966.164431
99,6,966.178922
91,15,966.217301
-143,51,966.347965
100,6,966.367082
99,4,966.373997
98,7,966.394763
-144,51,966.520417
96,11,966.548519
76,32,966.631584
62,46,966.74991
99,5,966.762245
100,4,966.773753
-108,15,966.811762
99,5,966.824352
97,7,966.839614
-100,7,966.855803
84,23,966.916056
100,5,966.929227
99,6,966.943829
-101,4,966.955171
92,13,966.98886
-103,9,967.009011
-101,6,967.027491
-144,51,967.156145
99,5,967.169414
-108,14,967.206992
94,10,967.23197
-143,51,967.361359
98,8,967.379299
100,4,967.390818
100,4,967.401858
98,8,967.424449
-100,3,967.429887
85,23,967.492915
96,9,967.516399
99,5,967.530516
-102,7,967.54713
99,6,967.56167
-101,7,967.581759
-120,27,967.648383
-101,6,967.663606
94,11,967.690871
98,7,967.711442
100,4,967.723504
100,6,967.739462
-103,10,967.765793
96,11,967.793911
-135,42,967.8978
97,9,967.920688
-100,4,967.932211
-101,8,967.953809
98,7,967.970995
100,3,967.980238
-104,10,968.006188
-144,51,968.132499
-101,7,968.149182
100,5,968.162483
-144,51,968.29262
99,6,968.310845
-108,13,968.342407
100,5,968.355254
75,32,968.438042
96,11,968.466099
92,15,968.504746
97,9,968.528688
100,3,968.534309
100,4,968.545368
97,7,968.561445
100,4,968.572782
-100,3,968.581983
91,14,968.618287
100,3,968.623618
94,12,968.656307
-101,5,968.67004
-146,51,968.79967
99,5,968.813484
99,6,968.827501
100,4,968.838425
-100,4,968.849595
98,7,968.86567
91,15,968.903591
94,10,968.92894
-100,5,968.941761
87,20,968.992289
-109,15,969.029261
95,12,969.058161
100,4,969.07073
-101,4,969.083191
-101,7,969.099373
-101,7,969.119538
-103,9,969.143251
70,37,969.236814
-100,3,969.246238
97,7,969.262208
94,12,969.29069
93,14,969.325903
100,3,969.334884
81,26,969.401826
-100,4,969.413312
-103,7,969.429377
93,13,969.464708
99,5,969.477715
100,5,969.490365
-101,4,969.501438
-104,11,969.529049
99,6,969.544323
-143,51,969.670431
91,16,969.710318
72,36,969.802694
68,38,969.895649
-114,20,969.946733
91,16,969.987568
-101,7,970.007399
100,4,970.01824
-100,3,970.024088
94,11,970.051121
-101,6,970.070258
99,5,970.08387
-102,8,970.102657
-101,6,970.117785
100,3,970.127139
93,13,970.161372
-105,9,970.181517
-115,21,970.237444
-139,46,970.353575
97,8,970.372049
87,20,970.421393
-111,18,970.468696
97,7,970.484458
95,10,970.510463
75,31,970.595997
85,20,970.648326
94,13,970.680212
98,8,970.702703
100,4,970.713718
100,5,970.728005
99,4,970.735835
99,4,970.74703
-100,5,970.761192
84,22,970.824546
91,15,970.865133
95,11,970.891912
-144,51,971.018276
96,9,971.041977
-100,4,971.052814
-104,9,971.072094
63,44,971.189844
100,3,971.199592
-144,51,971.331873
99,6,971.346859
99,6,971.361147
65,43,971.471627
100,5,971.485016
-100,2,971.488916
-101,4,971.500343
-100,4,971.511185
-109,15,971.548674
97,8,971.569186
-144,51,971.695025
100,3,971.700458
99,6,971.719212
100,3,971.724543
99,7,971.745785
100,3,971.751526
98,8,971.775285
90,13,971.806201
99,6,971.825259
-102,6,971.840072
-144,51,971.969005
-100,3,971.979267
100,3,971.984675
-146,51,972.11332
99,6,972.13207
-114,19,972.177437
-144,51,972.305726
95,11,972.331775
100,4,972.342285
100,4,972.349518
95,12,972.384049
100,4,972.395231
100,4,972.402382
-102,8,972.424515
-104,9,972.448497
-131,38,972.542792
-108,15,972.581873
96,9,972.60569
68,38,972.702957
-144,51,972.833004
-102,7,972.849442
88,19,972.897235
-144,51,973.023338
91,16,973.066543
76,31,973.144729
97,7,973.161942
100,3,973.171125
73,33,973.252744
-100,2,973.260646
99,4,973.271992
100,5,973.285482
-103,9,973.305957
-109,16,973.350103
-109,15,973.389138
-104,11,973.417631
100,4,973.428419
89,15,973.466241
97,9,973.486127
-144,51,973.617616
-100,4,973.625113
-131,38,973.720385
-100,5,973.734164
-100,3,973.743462
-104,11,973.771683
76,30,973.848262
-131,38,973.948556
100,6,973.967115
98,6,973.981251
-148,51,974.109897
98,6,974.124056
-101,5,974.136932
-103,9,974.160663
100,3,974.169841
80,25,974.233943
95,11,974.26132
98,8,974.280294
95,11,974.311099
-103,8,974.329313
-100,3,974.338702
93,14,974.374468
-106,12,974.405055
-143,51,974.530733
100,5,974.543369
-100,2,974.551187
100,3,974.556628
96,10,974.582764
-114,21,974.635402
100,5,974.648176
95,10,974.67328
93,14,974.710485
100,4,974.721573
98,8,974.743751
-104,9,974.76324
98,5,974.775578
100,4,974.786376
94,10,974.811705
97,7,974.831922
-102,7,974.848562
-104,9,974.872494
97,9,974.895871
97,8,974.913533
97,8,974.935102
72,34,975.022389
-125,32,975.101041
99,5,975.113864
98,8,975.135233
100,5,975.148308
100,4,975.155809
90,17,975.203679
-144,51,975.332547
100,3,975.341579
-146,51,975.473043
100,4,975.484925
-143,51,975.616672
98,9,975.641298
-105,10,975.666769
96,9,975.687097
-122,29,975.76309
-27,35,975.851493
95,11,975.879529
100,4,975.890575
86,20,975.941427
69,37,976.034562
100,4,976.041976
-104,12,976.07533
-106,13,976.105844
93,12,976.138475
-103,9,976.162381
98,8,976.180791
-144,51,976.308179
93,15,976.346037
90,17,976.39231
100,3,976.39761
-100,6,976.416535
-143,51,976.544516
-104,11,976.575826
100,4,976.587143
99,6,976.602797
98,8,976.626083
100,3,976.631579
100,5,976.644364
-110,16,976.682929
-102,8,976.705098
-108,15,976.745207
100,5,976.757771
-102,7,976.77313
100,3,976.78205
92,15,976.818989
96,11,976.846638
88,18,976.893526
100,4,976.905259
94,12,976.934766
-102,9,976.958836
-101,7,976.975091
100,4,976.986227
-108,15,977.023206
-100,4,977.034079
97,9,977.057535
100,3,977.062824
-100,3,977.072413
-108,11,977.100123
99,7,977.117551
100,3,977.127388
-143,51,977.254182
96,9,977.277616
98,8,977.299913
100,3,977.30509
-101,6,977.31954
100,3,977.328802
98,6,977.343567
-100,4,977.354787
100,3,977.363817
-105,12,977.393794
100,4,977.404571
98,8,977.422515
100,4,977.433989
-101,6,977.449538
97,8,977.471195
100,6,977.48554
-106,12,977.518309
99,8,977.536982
86,21,977.590999
-133,40,977.691457
98,6,977.709945
-100,3,977.715573
100,4,977.726344
77,30,977.800167
-100,4,977.811274
89,18,977.854739
98,7,977.875627
100,4,977.886414
98,9,977.906447
100,3,977.915794
-110,17,977.957471
99,6,977.975649
99,5,977.987999
89,18,978.031468
100,3,978-144,51,978.071605
-108,14-143,51,978.173375
97,8,978.192106
-143,51,978.318872
90,16,978.36211
100,5,978.3756
99,5,978.38-145,51,978.41624
84,23,978.477249
87,19,978.523569
100,4,978.535316
99,6,978.550945
-144,51,978.682763
72,35,978.771046
100,5,978.784448
75,31,978.863762
100,4,978.874852
-103,8,978.893762
99,6,978.909087
-100,3,978.919154
-128,35,979.0062
100,3,979.01529
99,6,979.0303
100,4,979.041011
100,4,979.048279
-106,9,979.072394
100,4,979.083191
-100,3,979.092529
-144,51,979.219431
-101,7,979.235428
100,3,979.244299
97,9,97-144,51,979.308216
96,10,979.334807
-143,51,979.460005
97,9,97-144,51,9798,8,979.578,30,979.563766
90,17,979.609701
96,9,979.634144
-144,51,979.763902
-100,5,979.776589
-144,51,979.902559
95,9,979.93043
84,22,979.986575
100,5,979.99969
100,3,980.00888
99,7,980.024931
98,5,980.037827
99,5,980.050615
100,3,980.059698
100,4,980.070329
95,10,980.095271
-143,51,980.2229
99,5,980.236359
97,8,980.253587
-114,22,980.311517
-143,51,980.438266
-101,5,980.451712
97,8,980.473614
-101,8,980.492128
-144,51,980.620676
99,5,980.633649
100,5,980.646215
87,19,980.69407
-100,3,980.703505
98,8,980.721247
-111,17,980.766521
100,4,980.777355
100,4,980.78457
90,16,980.82642
97,10,980.851395
100,3,980.857288
-121,28,980.929792
100,3,980.935139
100,3,980.944405
98,8,980.966463
94,11,980.995287
100,3,981.000447
99,4,981.01173
98,5,981.024494
-102,9,981.048512
93,14,981.08536
97,8,981.104073
98,7,981.124197
-100,3,981.129951
-143,51,981.261054
-144,51,981.391176
-119,26,981.457265
99,4,981.468051
100,3,981.473226
100,3,981.482677
100,3,981.492333
-113,21,981.544183
98,7,981.561017
100,4,981.573335
100,4,981.584818
98,7,981.601424
-100,7,981.62159
97,9,981.641975
98,6,981.660648-1-100,4,981.6682393,13,981.704586
-143,51,981.832716
100,5,981.84507
99,5,981.857404
-39,47,981.975438
98,7,981.979,29,997,10,982.0222-143,51,982.046-144,51,982.152688
83,25,982.214849
89,18,982.259404
67,41,982.366187
-143,51,982.495689
-103,9,982.520055
66,41,982.622068
98,7,982.638911
99,5,982.65161
100,3,982.660556
100,3,982.665772
100,4,982.676587
-100,2,982.684172
-145,51,982.813291
63,45,982.92775
-143,51,983.054514
-102,7,983.071286
-146,51,983.205473
84,24,983.263683
100,4,983.274797
-101,8,983.297341
-125,32,983.377228
100,4,983.388098
100,4,983.399094
98,8,983.417189
99,6,983.437435
-144,51,983.5756
98,6,983.589855
-144,51,983.717123
-102,8,983.740472
100,5,983.753537
97,8,983.771734
100,4,983.783339
91,15,983.822265
97,9,983.846721
99,4,983.857928
88,18,983.901559
95,11,983.932486
97,10,983.958096
100,3,983.963351
99,7,983.984116
-100,5,983.997602
97,7,984.01354584-136,42,984.1164-144,51,984.158161
100,4,984.169915
-143,51,984.295693
95,12,984.328672
-100,3,984.334497
97,9,984.34449
-143,51,984.478794
95,12,984.508231
99,7,984.524124
96,9,984.547708
100,5,984.561024
9792,15,984.600422
-101,5,984.614063
100,4,984.625065
100,4,984.63604570-147,50,984.762559
99,5,984.77522
97,7,984.791278--143,51,984.919059
97,9,984.94294963,44,984.956393
9-121,27,985.022198
100,4,985.032955
100,3,985.04196
88,19,985.090995-80,27,985.155795
-118,25,985.218552
-105,11,985.246244
100,4,985.257166
-143,51,985.387983
94,13,985.424393
99,5,985.437492
97,7,985.45391
94,12,985.487451
66,41,985.592991
-109,15,985.631626
-144,51,985.765445
91,14,985.802547
80,27,985.874352
99,5,985.887397
100,3,985.896761
-114,20,985.947784
99,7,985.965122
-144,51,986.092835
99,6,986.111287
99,6,986.126093
100,4,986.13709
-123,30,986.214718
99,5,986.228609
100,4,986.235906
97,8,986.257933
-108,14,986.294712
90,15,986.33281
97,9,986.356801
-109,16,986.398047
-105,11,986.425455
-102,6,986.43991
100,3,986.448881
97,8,986.467286
-143,51,986.601348
-100,3,986.607607
100,5,986.620384
100,7,986.641305
-16,24,986.698107
100,4,986.710367
100,3,986.719573
-101,5,986.73309
100,4,986.743977
100,4,986.751344-137,44,986.845353
-107,14,986.883315
-144,51,987.007824
100,3,987.013403
96,10,987.039757
98,6,987.058804
-100,3,987.064586
97,8,987.086719
81,25,987.150286
-102,9,987.173678
100,4,987.180563
85,21,987.2355
99,5,987.247392
100,4,987.254418
100,6,987.273191
96,9,987.293443
100,4,987.304529
96,10,987.330152
76,31,987.406632
100,3,987.416149
-100,3,987.426106
94,12,987.456232
100,4,987.4677
89,17,987.508675
100,3,987.518028
58,50,987.646984
98,8,987.665385
100,4,987.676574
100,4,987.687436
92,15,987.726897
89,17,987.770773
100,4,987.781583
-101,5,987.795067
96,11,987.823505
-107,13,987.858846
99,4,987.869857
98,7,987.886284
-103,6,987.901035
82,23,987.961964
93,13,987.997104
60,48,988.117209
100,5,988.13021
98,8,988.152081
94,11,988.178936
98,7,988.195362
99,5,988.208181
100,4,988.219445
-119,26,988.284347
-103,9,988.308399
98,7,988.328588
100,4,988.335689
-100,3,988.345-119,-109,16,988.384235
-143,51,988.516049
-100,4,988.528-110,99,7,988.5493921094,12,988.579071
-144,51,988.705701
99,4,988.716811
-130,33,988.802066
99,6,988.816183
-101,6,988.830739
95,10,988.859869
-11,19,988.912142
100,4,988.923962
99,4,988.931264
93,11,988.962477
99,5,988.976278
91,15,989.013759
-143,51,989.098312
99,7,989.115929
92,15,989.154193
98,5,989.166058-146,51,989.224771
98,8,989.246741
97,8,989.265679
98,8,989.291645
97,8,989.31054
-132,39,989.410245
99,5-143,51,989.500613
100,4,989.511869
-143,51,989.642669
-143,51,989.767898
100,3,989.777185
100,4,989.788447
-108,15,989.827201
100,4,989.834253
87,18,989.881015
100,4,989.891834
88,17,989.931683
-102,7,989.952934
-101,5,989.965637
100,4,989.972583
-100,6,989.990818
99,6,990.0-143,51,990.054857
99,7,-144,51,990.-145,51,-122,28,990.99,5,99096,8,990.95,11,990.24278
-128,35,990.329113
98,8,9-143,51,990.382609
100,4,990-108,12,998,9,990.41-103,9,990.433028
-103-132,39,990.530683
94,10,990.556444-144,51,990.628889
-144,51,990.756015
-144,51,990.883019
-143,51,991.010768
100,4,991.022524
-143,51,991.149476
-102,7,991.170091
93,12,991.19836
-147,51,991.32526
-143,51,991.454865
-100,3,991.464969
-106,12,991.495343
100,3,991.504835
99,4,991.516057
-101,6,991.532191
-105,9,991.55672
100,4,991.56747
-104,10,991.593238
100,4,991-143,51,93,12,991.63100,4,-143,51,991.760533
98,6,991.774758
-116,22,991.83159
85,21,991.88261
-106,9,991.90-144,51,991.95012
-100,5,991.963178
-100,3,991.972536
-145,51,992.102549
-100,5,992.115401
100,4,992.12608
-109,16,992.1657
100,4,992.17636
-148,51,992.303812
-100,3,992.309959
100,3,992.319281
-102,8,992.340411
-104,9,992.359931
88,18,992.406251
76,31,992.488002
-100,3,992.498002
69,39,992.597353
-104,9,992.617326
-104,9,992.641805
100,3,992.650973
63,45,992.766368
95,9,992.790117
-102,8,992.808888
-102,7,992.829488
98,8,992.848743
100,4,992.860277
100,3,992.8696711-101,6,992.885094
99,7,992.901583
95,10,992.926678
85,21,992.94746
1-112,20,992.98648-143,51,993.087957
99,4,993.099809
94,12,993.130177
100,4,993.141464
95,11,993.16929
100,4,993.180945
-10476,31,993.246929
-144,51,993.376038
98,5,993.388902
-101,8,993.410485
100,3,993.415694
75,32,993.503024
100,3,993.508423
90,16,993.548167
97,8,993.570719
99,5,993.583314
91,14,993.620075
98,7,993.636478
-100,3,993.646056
97,9,993.669749
-103,9,993.690166
96,10,993.714895
100,3,993.723986
-100,-141,48,993.763139
79,29,993.836774
97,9,993.860515
-18,26,993.926818
-110,17,993.9723
99,5,993.984656
99,5,993.997534
100,3,994.00274-1494,12,994.036359
96,8,994.054504-23,31,994.112205
97,9,994.13647
-100,3,994.145965
10-143,51,994.245961
88,15,994.284506
83,24,994.348442
82,24,994.411099
91,16,994.451725
-120,27,994.520393
-143,51,994.647958
-143,51,994.78319
-109,16,994.82416
100,4,994.835814
100,4,994.843372
100,4,994.854324
89,17,994.899535
100,4,994.906621
87,20,994.957754
-108,14,994.994654
-115,22,995.054192
98,6,995.068261
98,6,995.082243
93,13,995.116785
99,6,995.132114
99,5,995.145114
88,20,995.195755
91,15,995.234566
-104,10,995.26077
99,5,995.274246
81,26,995.339942
-133,40,995.442062
75,32,995.521672
-143,51,995.653665
96,11,995.680708
98,8,995.698453
100,4,995.709292
-100,5,995.722373
95,10,995.748509
84,23,995.808523
100,6,995.82381
96,10,995.849453
-102,7,995.865173
96,10,995.889794
100,4,995.900835
82,24,995.962705
99,8,995.984615
99,5,995.997877
92,15,996.036318
-143,51,996.163612
-108,13,996.194696
97,8,996.216939
-145,51,996.343747
94,12,996.37842
-111,17,996.420322
